Code, Routine, Start Time, Stop Time, Description
FD, morning, 2018-04-09T07:06:37-04:00, 2018-04-09T09:20:23-04:00, Breakfast and Meds,
BT, morning, 2018-04-09T09:20:25-04:00, 2018-04-09T09:36:18-04:00, Brush Teeth,
SH, morning, 2018-04-09T09:46:33-04:00, 2018-04-09T09:52:47-04:00, Shave and Shower,
FT, morning, 2018-04-09T09:52:52-04:00, 2018-04-09T10:07:41-04:00, Fissure Treatment,
CL, morning, 2018-04-09T10:07:43-04:00, 2018-04-09T10:12:38-04:00, Put Clothes On,
EY, morning, 2018-04-09T10:12:39-04:00, 2018-04-09T10:13:55-04:00, Eye Lubricant,
T, morning, 2018-04-09T10:14:18-04:00, 2018-04-09T10:15:21-04:00, Update Todo List,
T, evening, 2018-04-09T23:29:04-04:00, 2018-04-09T23:32:12-04:00, Update Todo List,
EY, evening, 2018-04-09T23:32:18-04:00, 2018-04-09T23:34:13-04:00, Eye Lubricant,
FD, evening, 2018-04-09T23:34:19-04:00, 2018-04-09T23:58:41-04:00, Dinner and Meds,
BT, evening, 2018-04-09T23:58:45-04:00, 2018-04-10T00:11:11-04:00, Brush Teeth,
FT, evening, 2018-04-10T00:11:13-04:00, 2018-04-10T00:26:42-04:00, Fissure Treatment,
EY, evening, 2018-04-10T00:26:54-04:00, 2018-04-10T00:28:00-04:00, Eye Lubricant,
DG, evening, 2018-04-10T00:28:03-04:00, 2018-04-10T00:29:42-04:00, Dental Guard,
SL, evening, 2018-04-10T00:29:43-04:00, 2018-04-10T07:24:29-04:00, Sleep,
B, morning, 2018-04-10T07:25:44-04:00, 2018-04-10T07:27:06-04:00, Get Out of Bed,
T, morning, 2018-04-10T07:29:32-04:00, 2018-04-10T07:31:41-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-10T10:01:29-04:00, 2018-04-10T10:02:35-04:00, Eye Lubricant,
MB, morning, 2018-04-10T10:05:25-04:00, 2018-04-10T10:20:53-04:00, Make Bed,
EX, morning, 2018-04-10T10:20:55-04:00, 2018-04-10T10:44:29-04:00, Morning Exercises,
BT, morning, , 2018-04-10T13:33:20-04:00, Brush Teeth, finished earlier
SH, morning, 2018-04-10T13:35:17-04:00, 2018-04-10T13:47:56-04:00, Shave and Shower,
FT, morning, 2018-04-10T13:47:58-04:00, 2018-04-10T14:19:41-04:00, Fissure Treatment,
CL, morning, 2018-04-10T14:19:42-04:00, 2018-04-10T14:25:55-04:00, Put Clothes On,
EY, morning, 2018-04-10T14:25:58-04:00, 2018-04-10T14:27:47-04:00, Eye Lubricant,
T, morning, 2018-04-10T14:27:49-04:00, 2018-04-10T14:29:16-04:00, Update Todo List,
B, morning, , 2018-04-11T09:05:50-04:00, Get Out of Bed, finished earlier
T, morning, 2018-04-11T09:05:53-04:00, 2018-04-11T10:26:38-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-11T10:27:42-04:00, 2018-04-11T10:29:04-04:00, Eye Lubricant,
MB, morning, 2018-04-11T10:29:07-04:00, 2018-04-11T10:33:16-04:00, Make Bed,
EX, morning, 2018-04-11T10:33:18-04:00, 2018-04-11T11:08:58-04:00, Morning Exercises,
FD, morning, 2018-04-11T11:08:59-04:00, 2018-04-11T12:06:48-04:00, Breakfast and Meds,
BT, morning, 2018-04-11T12:50:26-04:00, 2018-04-11T13:02:17-04:00, Brush Teeth,
FT, morning, 2018-04-11T13:02:23-04:00, 2018-04-11T13:19:06-04:00, Fissure Treatment,
CL, morning, , 2018-04-11T13:19:09-04:00, Put Clothes On, finished earlier
EY, morning, 2018-04-11T13:19:11-04:00, 2018-04-11T13:23:47-04:00, Eye Lubricant,
B, morning, , 2018-04-12T09:59:04-04:00, Get Out of Bed, finished earlier
T, morning, 2018-04-12T09:59:06-04:00, 2018-04-12T10:03:30-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-12T10:03:33-04:00, 2018-04-12T10:08:48-04:00, Eye Lubricant,
MB, morning, , 2018-04-12T10:08:53-04:00, Make Bed, finished earlier
EX, morning, 2018-04-12T10:08:55-04:00, 2018-04-12T10:31:22-04:00, Morning Exercises,
FD, morning, 2018-04-12T10:31:24-04:00, 2018-04-12T10:57:32-04:00, Breakfast and Meds,
BT, morning, 2018-04-12T10:57:34-04:00, 2018-04-12T11:12:08-04:00, Brush Teeth,
SH, morning, 2018-04-12T11:12:09-04:00, 2018-04-12T11:21:51-04:00, Shave and Shower,
FT, morning, 2018-04-12T11:21:52-04:00, 2018-04-12T11:35:10-04:00, Fissure Treatment,
CL, morning, 2018-04-12T11:35:12-04:00, 2018-04-12T11:41:37-04:00, Put Clothes On,
EY, morning, 2018-04-12T11:41:39-04:00, 2018-04-12T11:48:05-04:00, Eye Lubricant,
T, morning, 2018-04-12T11:48:09-04:00, 2018-04-12T11:49:27-04:00, Update Todo List,
B, morning, , 2018-04-13T07:16:22-04:00, Get Out of Bed, finished earlier
T, morning, 2018-04-13T07:16:26-04:00, 2018-04-13T07:37:47-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-13T09:29:36-04:00, 2018-04-13T09:35:12-04:00, Eye Lubricant,
MB, morning, 2018-04-13T09:43:02-04:00, 2018-04-13T10:02:45-04:00, Make Bed,
EX, morning, 2018-04-13T10:02:47-04:00, 2018-04-13T10:40:58-04:00, Morning Exercises,
FD, morning, 2018-04-13T10:40:59-04:00, 2018-04-13T12:24:05-04:00, Breakfast and Meds,
BT, morning, 2018-04-13T12:26:26-04:00, 2018-04-13T12:42:08-04:00, Brush Teeth,
SH, morning, 2018-04-13T12:42:10-04:00, 2018-04-13T12:47:57-04:00, Shave and Shower,
FT, morning, 2018-04-13T12:47:58-04:00, 2018-04-13T13:02:58-04:00, Fissure Treatment,
CL, morning, 2018-04-13T13:02:59-04:00, 2018-04-13T13:05:09-04:00, Put Clothes On,
EY, morning, 2018-04-13T13:05:10-04:00, 2018-04-13T13:06:45-04:00, Eye Lubricant,
T, morning, 2018-04-13T13:06:48-04:00, 2018-04-13T13:08:25-04:00, Update Todo List,
T, evening, 2018-04-13T21:52:28-04:00, 2018-04-13T21:55:36-04:00, Update Todo List,
EY, evening, 2018-04-13T21:55:39-04:00, 2018-04-13T21:56:39-04:00, Eye Lubricant,
FD, evening, 2018-04-13T21:56:41-04:00, 2018-04-13T22:06:52-04:00, Dinner and Meds,
BT, evening, 2018-04-13T22:07:08-04:00, 2018-04-13T22:18:58-04:00, Brush Teeth,
FT, evening, 2018-04-13T22:19:00-04:00, 2018-04-13T22:34:05-04:00, Fissure Treatment,
EY, evening, 2018-04-13T23:07:46-04:00, 2018-04-13T23:10:13-04:00, Eye Lubricant,
DG, evening, 2018-04-13T23:10:15-04:00, 2018-04-13T23:11:11-04:00, Dental Guard,
SL, evening, 2018-04-13T23:11:13-04:00, 2018-04-14T05:05:00-04:00, Sleep,
B, morning, 2018-04-14T06:32:42-04:00, 2018-04-14T06:46:28-04:00, Get Out of Bed,
T, morning, 2018-04-14T06:46:32-04:00, 2018-04-14T06:58:26-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-14T06:58:28-04:00, 2018-04-14T07:05:39-04:00, Eye Lubricant,
MB, morning, 2018-04-14T07:05:41-04:00, 2018-04-14T07:07:29-04:00, Make Bed,
EX, morning, 2018-04-14T07:07:31-04:00, 2018-04-14T08:04:09-04:00, Morning Exercises,
FD, morning, 2018-04-14T08:04:23-04:00, 2018-04-14T08:48:03-04:00, Breakfast and Meds,
BT, morning, 2018-04-14T08:48:04-04:00, 2018-04-14T09:02:44-04:00, Brush Teeth,
SH, morning, 2018-04-14T09:02:53-04:00, 2018-04-14T09:05:40-04:00, Shave and Shower,
CL, morning, 2018-04-14T09:05:47-04:00, 2018-04-14T09:08:32-04:00, Put Clothes On,
EY, morning, 2018-04-14T09:08:34-04:00, 2018-04-14T09:11:29-04:00, Eye Lubricant,
T, morning, 2018-04-14T09:11:31-04:00, 2018-04-14T09:14:39-04:00, Update Todo List,
B, morning, 2018-04-15T08:18:28-04:00, 2018-04-15T08:18:29-04:00, Get Out of Bed,
T, morning, 2018-04-15T08:18:32-04:00, 2018-04-15T08:21:44-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-15T10:12:42-04:00, 2018-04-15T10:15:28-04:00, Eye Lubricant,
EX, morning, 2018-04-15T15:10:26-04:00, 2018-04-15T16:16:14-04:00, Morning Exercises,
FD, morning, 2018-04-15T16:52:20-04:00, 2018-04-15T16:52:22-04:00, Breakfast and Meds,
BT, morning, 2018-04-15T16:52:25-04:00, 2018-04-15T17:14:20-04:00, Brush Teeth,
FT, morning, 2018-04-15T17:38:10-04:00, 2018-04-15T17:55:18-04:00, Fissure Treatment,
B, morning, , 2018-04-16T09:45:29-04:00, Get Out of Bed, finished earlier
T, morning, 2018-04-16T09:45:32-04:00, 2018-04-16T09:53:46-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-16T09:53:48-04:00, 2018-04-16T10:13:42-04:00, Eye Lubricant, UNFINISHED
B, morning, 2018-04-17T08:54:59-04:00, 2018-04-17T08:56:26-04:00, Get Out of Bed,
T, morning, 2018-04-17T08:56:29-04:00, 2018-04-17T10:10:02-04:00, Calendar and Routine Todo List,
EY, morning, 2018-04-17T10:10:05-04:00, 2018-04-17T10:11:35-04:00, Eye Lubricant,
EX, morning, 2018-04-17T10:59:28-04:00, 2018-04-17T10:59:29-04:00, Morning Exercises,
FD, morning, 2018-04-17T10:59:31-04:00, 2018-04-17T12:06:04-04:00, Breakfast and Meds,
BT, morning, 2018-04-17T12:06:06-04:00, 2018-04-17T14:09:10-04:00, Brush Teeth,
SH, morning, , 2018-04-17T14:43:13-04:00, Shave and Shower, finished earlier
BT00, brushing, 2018-10-20T11:58:13+00:00, 2018-10-20T11:59:13+00:00, Information task: 15 sec,
BT00, brushing, , 2018-10-20T12:00:45+00:00, Information task: 15 sec, finished earlier
BT00, brushing, , 2018-10-20T12:01:18+00:00, Information task: 15 sec, finished earlier
BT10, brushing, 2018-10-20T12:01:27+00:00, 2018-10-20T12:03:40+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-20T12:03:44+00:00, 2018-10-20T12:04:57+00:00, Lozenge already cut or measured before cut,
BT19, brushing, 2018-10-20T12:04:59+00:00, 2018-10-20T12:06:36+00:00, Mark lozenge percent,
BT20, brushing, 2018-10-20T12:06:37+00:00, 2018-10-20T12:16:55+00:00, Brush,
BT30, brushing, 2018-10-20T12:16:57+00:00, 2018-10-20T12:17:02+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-20T12:17:04+00:00, 2018-10-20T12:17:19+00:00, Verify lozenge percent correct, UNFINISHED
BT40, brushing, 2018-10-20T12:17:40+00:00, 2018-10-20T12:18:46+00:00, Eye lubricant,
BT50, brushing, 2018-10-20T12:18:48+00:00, 2018-10-20T12:22:52+00:00, Box put away, UNFINISHED
BT60, brushing, 2018-10-20T12:22:55+00:00, 2018-10-20T12:40:22+00:00, Sensory awareness,
BT70, brushing, 2018-10-20T12:40:24+00:00, 2018-10-20T12:48:57+00:00, NVC Practice, UNFINISHED
BT80, brushing, 2018-10-20T12:49:01+00:00, 2018-10-20T12:51:28+00:00, Accomplishment Log,
BT00, brushing, 2018-10-20T14:45:34+00:00, 2018-10-20T14:48:28+00:00, Information task: 30 sec,
BT00, brushing, , 2018-10-20T15:17:50+00:00, Information task: 30 sec, finished earlier
BT10, brushing, 2018-10-20T15:17:54+00:00, 2018-10-20T15:18:23+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-20T15:18:26+00:00, 2018-10-20T15:19:37+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-20T15:19:39+00:00, 2018-10-20T15:21:32+00:00, Eye lubricant,
BT18, brushing, 2018-10-20T15:21:37+00:00, 2018-10-20T15:21:44+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-20T15:21:46+00:00, 2018-10-20T15:24:18+00:00, Mark lozenge percent,
BT20, brushing, 2018-10-20T15:24:20+00:00, 2018-10-20T15:27:36+00:00, Brush,
BT30, brushing, 2018-10-20T15:27:40+00:00, 2018-10-20T15:27:40+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-20T15:27:57+00:00, 2018-10-20T15:27:58+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-20T15:28:13+00:00, 2018-10-20T15:28:14+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT50, brushing, 2018-10-20T15:29:08+00:00, 2018-10-20T15:30:50+00:00, Box put away, UNFINISHED
BT60, brushing, 2018-10-20T15:30:52+00:00, 2018-10-20T15:49:18+00:00, Sensory awareness,
BT70, brushing, 2018-10-20T15:49:20+00:00, 2018-10-20T16:10:39+00:00, NVC Practice,
BT80, brushing, 2018-10-20T16:10:40+00:00, 2018-10-20T16:10:48+00:00, Accomplishment Log, UNFINISHED
BT00, brushing, , 2018-10-20T17:35:00+00:00, Information task: 30 sec, finished earlier
BT10, brushing, 2018-10-20T17:35:02+00:00, 2018-10-20T17:36:35+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-20T17:36:42+00:00, 2018-10-20T17:41:34+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-20T17:41:36+00:00, 2018-10-20T17:42:24+00:00, Eye lubricant,
BT18, brushing, 2018-10-20T17:44:50+00:00, 2018-10-20T17:44:51+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-20T17:44:54+00:00, 2018-10-20T17:48:38+00:00, Mark lozenge percent,
BT20, brushing, 2018-10-20T17:48:39+00:00, 2018-10-20T17:51:23+00:00, Brush,
BT30, brushing, 2018-10-20T17:51:33+00:00, 2018-10-20T17:51:33+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-20T17:51:38+00:00, 2018-10-20T17:51:39+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-20T17:51:42+00:00, 2018-10-20T17:51:43+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-10-20T17:51:50+00:00, 2018-10-20T17:51:51+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-20T17:51:54+00:00, 2018-10-20T17:52:42+00:00, Box put away,
BT60, brushing, 2018-10-20T17:52:45+00:00, 2018-10-20T18:11:00+00:00, Sensory awareness,
BT70, brushing, 2018-10-20T18:11:02+00:00, 2018-10-20T20:20:06+00:00, NVC Practice,
BT00, brushing, 2018-10-20T20:24:17+00:00, 2018-10-20T20:27:02+00:00, Information task: 30 sec,
BT10, brushing, 2018-10-20T20:27:11+00:00, 2018-10-20T20:29:47+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-20T20:29:49+00:00, 2018-10-20T20:34:34+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-20T20:34:38+00:00, 2018-10-20T20:36:03+00:00, Eye lubricant,
BT15, brushing, , 2018-10-20T20:38:32+00:00, N2 scheduling etc work: 1 min, finished earlier
BT18, brushing, 2018-10-20T20:38:38+00:00, 2018-10-20T20:38:38+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-20T20:38:40+00:00, 2018-10-20T20:40:41+00:00, Mark lozenge percent,
BT20, brushing, 2018-10-20T20:40:44+00:00, 2018-10-20T20:47:18+00:00, Brush,
BT30, brushing, 2018-10-20T20:47:22+00:00, 2018-10-20T20:47:22+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-20T20:47:25+00:00, 2018-10-20T20:47:53+00:00, Verify lozenge percent correct, UNFINISHED
BT32, brushing, 2018-10-20T20:47:56+00:00, 2018-10-20T20:47:57+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-10-20T20:48:01+00:00, 2018-10-20T20:48:01+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-20T20:49:24+00:00, 2018-10-20T20:49:25+00:00, Box put away,
BT60, brushing, 2018-10-20T20:49:28+00:00, 2018-10-20T21:18:23+00:00, Sensory awareness,
BT-5, brushing, 2018-10-20T23:38:25+00:00, 2018-10-20T23:38:26+00:00, Verify finished last run of routine, UNFINISHED
BT10, brushing, 2018-10-20T23:38:51+00:00, 2018-10-20T23:41:36+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-20T23:41:38+00:00, 2018-10-20T23:42:40+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-20T23:42:41+00:00, 2018-10-20T23:43:23+00:00, Eye lubricant,
BT15, brushing, 2018-10-20T23:43:27+00:00, 2018-10-20T23:48:09+00:00, N2 scheduling etc work: 1 min,
BT18, brushing, 2018-10-20T23:48:16+00:00, 2018-10-20T23:48:18+00:00, Have started current routine or no current routine, UNFINISHED
BT19, brushing, 2018-10-20T23:48:21+00:00, 2018-10-20T23:54:10+00:00, Mark lozenge percent,
BT20, brushing, 2018-10-20T23:54:11+00:00, 2018-10-20T23:57:43+00:00, Brush,
BT30, brushing, 2018-10-20T23:59:48+00:00, 2018-10-20T23:59:48+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-20T23:59:51+00:00, 2018-10-21T00:00:19+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-21T00:00:22+00:00, 2018-10-21T00:00:23+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-10-21T00:01:25+00:00, 2018-10-21T00:08:13+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-21T00:08:18+00:00, 2018-10-21T00:12:52+00:00, Box put away,
BT60, brushing, 2018-10-21T00:13:07+00:00, 2018-10-21T00:30:26+00:00, Sensory awareness,
BT70, brushing, 2018-10-21T00:30:29+00:00, 2018-10-21T00:40:09+00:00, NVC Practice,
BT90, brushing, 2018-10-21T00:47:55+00:00, 2018-10-21T11:15:12+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-10-21T11:18:42+00:00, 2018-10-21T11:18:43+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-21T12:54:29+00:00, 2018-10-21T13:08:35+00:00, Information task: 30 sec,
BT10, brushing, 2018-10-21T13:08:39+00:00, 2018-10-21T13:13:20+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-21T13:13:23+00:00, 2018-10-21T13:15:47+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-21T13:15:49+00:00, 2018-10-21T13:16:25+00:00, Eye lubricant,
BT15, brushing, 2018-10-21T13:16:29+00:00, 2018-10-21T13:20:11+00:00, N2 scheduling etc work: 1 min,
BT18, brushing, 2018-10-21T13:20:13+00:00, 2018-10-21T13:20:23+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-21T13:20:30+00:00, 2018-10-21T13:24:43+00:00, Mark lozenge percent, UNFINISHED
BT20, brushing, 2018-10-21T13:24:44+00:00, 2018-10-21T13:27:42+00:00, Brush,
BT30, brushing, 2018-10-21T13:27:44+00:00, 2018-10-21T13:27:45+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-21T13:27:52+00:00, 2018-10-21T13:27:53+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-21T13:27:59+00:00, 2018-10-21T13:28:04+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-10-21T13:28:11+00:00, 2018-10-21T13:28:12+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-21T13:28:14+00:00, 2018-10-21T13:29:57+00:00, Box put away, UNFINISHED
BT60, brushing, 2018-10-21T13:30:29+00:00, 2018-10-21T13:47:08+00:00, Sensory awareness,
BT70, brushing, 2018-10-21T13:47:11+00:00, 2018-10-21T13:59:46+00:00, NVC Practice,
BT80, brushing, 2018-10-21T13:59:48+00:00, 2018-10-21T14:02:35+00:00, Accomplishment Log,
BT90, brushing, 2018-10-21T14:19:27+00:00, 2018-10-21T14:40:04+00:00, Task (1 hr),
BT-5, brushing, 2018-10-21T14:40:09+00:00, 2018-10-21T14:40:10+00:00, Verify finished last run of routine,
BT00, brushing, 2018-10-21T14:40:15+00:00, 2018-10-21T14:50:39+00:00, Information task: 1 min,
BT10, brushing, 2018-10-21T14:50:44+00:00, 2018-10-21T14:52:45+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-21T14:52:47+00:00, 2018-10-21T14:54:19+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-21T14:54:20+00:00, 2018-10-21T14:54:53+00:00, Eye lubricant,
BT15, brushing, 2018-10-21T14:55:03+00:00, 2018-10-21T14:56:44+00:00, N2 scheduling etc work: 1 min,
BT17, brushing, 2018-10-21T14:56:47+00:00, 2018-10-21T15:00:04+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-21T15:00:08+00:00, 2018-10-21T15:00:08+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-21T15:00:10+00:00, 2018-10-21T15:04:42+00:00, Mark lozenge percent,
BT20, brushing, 2018-10-21T15:04:43+00:00, 2018-10-21T15:08:22+00:00, Brush,
BT30, brushing, 2018-10-21T15:08:25+00:00, 2018-10-21T15:08:25+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-21T15:08:28+00:00, 2018-10-21T15:08:29+00:00, Verify lozenge percent correct, UNFINISHED
BT32, brushing, 2018-10-21T15:08:33+00:00, 2018-10-21T15:08:34+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-10-21T15:08:44+00:00, 2018-10-21T15:08:46+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-21T15:08:51+00:00, 2018-10-21T15:09:54+00:00, Box put away,
BT60, brushing, 2018-10-21T15:09:58+00:00, 2018-10-21T15:27:09+00:00, Sensory awareness,
BT70, brushing, 2018-10-21T15:27:10+00:00, 2018-10-21T15:37:36+00:00, NVC Practice,
BT80, brushing, 2018-10-21T15:37:50+00:00, 2018-10-21T15:38:59+00:00, Accomplishment Log,
BT90, brushing, 2018-10-21T15:39:39+00:00, 2018-10-21T17:34:55+00:00, Task (1 hr),
BT-5, brushing, 2018-10-21T17:35:02+00:00, 2018-10-21T17:35:03+00:00, Verify finished last run of routine,
BT00, brushing, 2018-10-21T17:36:34+00:00, 2018-10-21T17:38:58+00:00, Information task: 1 min,
BT10, brushing, 2018-10-21T17:46:22+00:00, 2018-10-21T17:46:25+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-21T17:46:28+00:00, 2018-10-21T17:47:43+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-21T17:47:45+00:00, 2018-10-21T17:48:11+00:00, Eye lubricant,
BT15, brushing, 2018-10-21T17:48:22+00:00, 2018-10-21T17:53:17+00:00, N2 scheduling etc work: 2 min,
BT17, brushing, 2018-10-21T17:55:54+00:00, 2018-10-21T17:57:22+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-21T17:57:50+00:00, 2018-10-21T17:57:50+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-21T17:57:52+00:00, 2018-10-21T18:01:12+00:00, Mark lozenge percent,
BT20, brushing, 2018-10-21T18:04:12+00:00, 2018-10-21T18:07:06+00:00, Brush,
BT30, brushing, 2018-10-21T18:07:21+00:00, 2018-10-21T18:07:22+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-21T18:07:37+00:00, 2018-10-21T18:07:38+00:00, Verify lozenge percent correct, UNFINISHED
BT32, brushing, 2018-10-21T18:07:41+00:00, 2018-10-21T18:07:42+00:00, Verify did not lose track of items while brushing,
BT33, brushing, 2018-10-21T18:07:45+00:00, 2018-10-21T18:07:47+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-21T18:08:12+00:00, 2018-10-21T18:10:00+00:00, Box put away,
BT60, brushing, , 2018-10-21T18:26:46+00:00, Sensory awareness, finished earlier
BT70, brushing, 2018-10-21T18:28:20+00:00, 2018-10-21T18:36:33+00:00, NVC Practice,
BT80, brushing, 2018-10-21T18:36:34+00:00, 2018-10-21T18:41:57+00:00, Accomplishment Log,
BT90, brushing, 2018-10-21T18:41:58+00:00, 2018-10-21T22:24:47+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-10-22T12:03:23+00:00, 2018-10-22T12:03:26+00:00, Verify finished last run of routine, UNFINISHED
BT00, brushing, 2018-10-22T12:03:28+00:00, 2018-10-22T12:03:30+00:00, Information task: 1 min, UNFINISHED
BT10, brushing, 2018-10-22T12:03:32+00:00, 2018-10-22T12:06:15+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-22T12:06:18+00:00, 2018-10-22T12:06:48+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-22T12:06:59+00:00, 2018-10-22T12:07:42+00:00, Eye lubricant,
BT15, brushing, 2018-10-22T12:07:45+00:00, 2018-10-22T12:07:46+00:00, N2 scheduling etc work: 2 min, UNFINISHED
BT17, brushing, 2018-10-22T12:07:49+00:00, 2018-10-22T12:07:50+00:00, Data transfer re: airgapped phone: 1 min, UNFINISHED
BT18, brushing, 2018-10-22T12:07:53+00:00, 2018-10-22T12:07:54+00:00, Have started current routine or no current routine, UNFINISHED
BT19, brushing, 2018-10-22T12:07:56+00:00, 2018-10-22T12:11:25+00:00, Mark lozenge percent,
BT20, brushing, 2018-10-22T12:11:26+00:00, 2018-10-22T12:14:20+00:00, Brush,
BT30, brushing, 2018-10-22T12:14:28+00:00, 2018-10-22T12:14:28+00:00, Verify Toothpaste / Flossing / Fluoride attempt correct,
BT31, brushing, 2018-10-22T12:14:32+00:00, 2018-10-22T12:14:34+00:00, Verify lozenge percent correct,
BT32, brushing, 2018-10-22T12:14:37+00:00, 2018-10-22T12:14:39+00:00, Verify did not lose track of items while brushing, UNFINISHED
BT33, brushing, 2018-10-22T12:15:21+00:00, 2018-10-22T12:15:22+00:00, Verify correctly evaluated routine,
BT50, brushing, 2018-10-22T12:15:27+00:00, 2018-10-22T12:17:02+00:00, Box put away,
BT60, brushing, 2018-10-22T12:17:09+00:00, 2018-10-22T12:17:11+00:00, Sensory awareness, UNFINISHED
BT70, brushing, 2018-10-22T12:17:14+00:00, 2018-10-22T12:28:20+00:00, NVC Practice,
BT80, brushing, 2018-10-22T12:28:22+00:00, 2018-10-22T12:28:23+00:00, Accomplishment Log,
BT90, brushing, 2018-10-22T12:28:25+00:00, 2018-10-22T12:28:26+00:00, Task (1 hr), UNFINISHED
BT-5, brushing, 2018-10-22T14:42:21+00:00, 2018-10-22T14:42:22+00:00, Verify finished last run of routine,
BT00, brushing, 2018-10-22T14:42:25+00:00, 2018-10-22T14:44:20+00:00, Information task: 1 min,
BT10, brushing, 2018-10-22T14:44:24+00:00, 2018-10-22T14:52:52+00:00, Toothpaste / Flossing / Fluoride attempt correct,
BT11, brushing, 2018-10-22T14:52:54+00:00, 2018-10-22T14:54:19+00:00, Lozenge measured before cut or started with it cut,
BT40, brushing, 2018-10-22T14:54:21+00:00, 2018-10-22T14:55:08+00:00, Eye lubricant,
BT15, brushing, 2018-10-22T14:55:12+00:00, 2018-10-22T15:01:56+00:00, N2 scheduling etc work: 2 min,
BT17, brushing, 2018-10-22T15:02:00+00:00, 2018-10-22T15:05:46+00:00, Data transfer re: airgapped phone: 1 min,
BT18, brushing, 2018-10-22T15:05:48+00:00, 2018-10-22T15:05:49+00:00, Have started current routine or no current routine,
BT19, brushing, 2018-10-22T15:05:50+00:00, 2018-10-22T15:09:30+00:00, Mark lozenge percent,
